contest_id,year,election_type,contest_name_raw,contest_name,position,date,seats,valid_votes,invalid_votes,quota,election_rules,has_stv_rounds,source,source_pdf
2017|UK national|Honorary Treasurer,2017,UK national,Honorary Treasurer,Honorary Treasurer,Honorary Treasurer,02/03/2017,1,12557,1323,6278.5,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_Hon_Treasurer_2017.pdf
2017|UK national|Representative of LGBT members,2017,UK national,Representative of LGBT members,Representative of LGBT members,Representative of LGBT members,02/03/2017,1,11801,2079,5900.5,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_LGBT_rep_2017.pdf
2017|UK national|FE Midlands,2017,UK national,FE Midlands,FE Midlands,FE Midlands,02/03/2017,2,399,16,133,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_Midlands_FE_2017.pdf
2017|UK national|Midlands - HE,2017,UK national,Midlands - HE,Midlands - HE,Midlands - HE,02/03/2017,2,1210,100,403.34,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_Midlands_HE_2017.pdf
2017|UK national|HE South,2017,UK national,HE South,HE South,HE South,02/03/2017,3,2115,161,523,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_South_HE_2017.pdf
2017|UK national|Trustees,2017,UK national,Trustees,Trustees,Trustees,02/03/2017,3,12281,1599,3070.25,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_Trustees_2017.pdf
2017|UK national|Vice President from the HE sector,2017,UK national,Vice President from the HE sector,Vice President from the HE sector,Vice President from the HE sector,02/03/2017,1,12750,1130,6375,ERS97,True,pdf,data/raw/2017/pdfs/count_sheet_VP_2017.pdf
2017|general secretary|Election of General Secretary,2017,general secretary,Election of General Secretary,Election of General Secretary,Election of General Secretary,01/03/2017,1,13724,156,6862,ERS97,True,pdf,data/raw/2017_gs/pdfs/GS_count_sheet_2017.pdf
2018|UK national|FE - London and the East,2018,UK national,FE - London and the East,FE - London and the East,FE - London and the East,02/03/2018,2,494,30,164.67,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_FE_London_and_the_East.pdf
2018|UK national|FE - North East,2018,UK national,FE - North East,FE - North East,FE - North East,02/03/2018,1,395,14,197.5,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_FE_North_East.pdf
2018|UK national|FE - North West,2018,UK national,FE - North West,FE - North West,FE - North West,02/03/2018,1,385,16,192.5,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_FE_North_West.pdf
2018|UK national|UK-elected members FE,2018,UK national,UK-elected members FE,UK-elected members FE,UK-elected members FE,02/03/2018,3,2068,147,517,Custom,True,pdf,data/raw/2018/pdfs/Count_sheet_FE_UK-elected.pdf
2018|UK national|HE - London and the East,2018,UK national,HE - London and the East,HE - London and the East,HE - London and the East,02/03/2018,4,1490,45,298,Custom,True,pdf,data/raw/2018/pdfs/Count_sheet_HE_London_and_the_East.pdf
2018|UK national|HE - North East,2018,UK national,HE - North East,HE - North East,HE - North East,02/03/2018,3,1119,51,279.75,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_HE_North_East.pdf
2018|UK national|HE - Northern Ireland,2018,UK national,HE - Northern Ireland,HE - Northern Ireland,HE - Northern Ireland,02/03/2018,1,163,0,81.5,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_HE_Northern_Ireland.pdf
2018|UK national|UK-Elected member HE (casual vacancy),2018,UK national,UK-Elected member HE (casual vacancy),UK-Elected member HE (casual vacancy),UK-Elected member HE (casual vacancy),02/03/2018,1,6035,988,3017.5,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_HE_UK-_elected_casual_vacancy.pdf
2018|UK national|UK-elected members HE,2018,UK national,UK-elected members HE,UK-elected members HE,UK-elected members HE,02/03/2018,5,6767,256,1127.84,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_HE_UK-elected.pdf
2018|UK national|Reps of Women Members from the FE sector,2018,UK national,Reps of Women Members from the FE sector,Reps of Women Members from the FE sector,Reps of Women Members from the FE sector,02/03/2018,2,8966,1266,2988.67,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_Reps_of_women_members_FE.pdf
2018|UK national|Rep of Members in Landbased Education,2018,UK national,Rep of Members in Landbased Education,Rep of Members in Landbased Education,Rep of Members in Landbased Education,06/02/2018,1,9160,1072,4580,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheet_rep_of_members_in_landbased_education.pdf
2018|UK national|Reps of Women Members from the HE sector,2018,UK national,Reps of Women Members from the HE sector,Reps of Women Members from the HE sector,Reps of Women Members from the HE sector,02/03/2018,3,9365,867,2341.25,ERS97,True,pdf,data/raw/2018/pdfs/Count_sheets_Reps_of_women_members_HE.pdf
2018|UK national|Vice President from the FE,2018,UK national,Vice President from the FE,Vice President from the FE,Vice President from the FE,02/03/2018,1,9379,853,4689.5,ERS97,True,pdf,data/raw/2018/pdfs/count_sheet_Vice_President_FE.pdf
2019|UK national|UK-Elected NEC Members of the Further Education,2019,UK national,UK-Elected NEC Members of the Further Education,UK-Elected NEC Members of the Further Education,UK-Elected NEC Members of the Further Education,04/03/2019,2,1966,97,628,ERS97,True,pdf,data/raw/2019/pdfs/FE_UK-elected_19.pdf
2019|UK national|UK-Elected NEC Members of the Higher Education,2019,UK national,UK-Elected NEC Members of the Higher Education,UK-Elected NEC Members of the Higher Education,UK-Elected NEC Members of the Higher Education,04/03/2019,3,10286,849,2571.5,Custom,True,pdf,data/raw/2019/pdfs/HE_UK-elected_19.pdf
2019|UK national|Honorary Treasurer,2019,UK national,Honorary Treasurer,Honorary Treasurer,Honorary Treasurer,04/03/2019,1,13329,874,6664.5,ERS97,True,pdf,data/raw/2019/pdfs/Hon_Treasurer.pdf
2019|UK national|NEC Member Further Education-Midlands,2019,UK national,NEC Member Further Education-Midlands,NEC Member Further Education-Midlands,NEC Member Further Education-Midlands,04/03/2019,1,397,3,198.5,ERS97,True,pdf,data/raw/2019/pdfs/Midlands_FE_19.pdf
2019|UK national|NEC Member Higher Education-North East,2019,UK national,NEC Member Higher Education-North East,NEC Member Higher Education-North East,NEC Member Higher Education-North East,04/03/2019,1,1817,103,908.5,ERS97,True,pdf,data/raw/2019/pdfs/North_East_HE_19.pdf
2019|UK national|NEC Member Further Education-North West,2019,UK national,NEC Member Further Education-North West,NEC Member Further Education-North West,NEC Member Further Education-North West,04/03/2019,1,306,4,153,ERS97,True,pdf,data/raw/2019/pdfs/North_West_FE_19.pdf
2019|UK national|NEC Members Higher Education-North West,2019,UK national,NEC Members Higher Education-North West,NEC Members Higher Education-North West,NEC Members Higher Education-North West,04/03/2019,2,1299,64,433,ERS97,True,pdf,data/raw/2019/pdfs/North_West_HE_19.pdf
2019|UK national|Representative of Disabled Members,2019,UK national,Representative of Disabled Members,Representative of Disabled Members,Representative of Disabled Members,04/03/2019,1,12710,1493,6355,ERS97,True,pdf,data/raw/2019/pdfs/Rep_of_disabled_members.pdf
2019|UK national|Representatives of Black Members,2019,UK national,Representatives of Black Members,Representatives of Black Members,Representatives of Black Members,04/03/2019,2,12377,1826,4125.67,ERS97,True,pdf,data/raw/2019/pdfs/Reps_of_black_members.pdf
2019|UK national|UCU Scotland Honorary Secretary Higher Education,2019,UK national,UCU Scotland Honorary Secretary Higher Education,UCU Scotland Honorary Secretary Higher Education,UCU Scotland Honorary Secretary Higher Education,04/03/2019,1,1064,42,532,ERS97,True,pdf,data/raw/2019/pdfs/Scotland_Hon_Sec_19.pdf
2019|UK national|UCU Scotland President Higher Education,2019,UK national,UCU Scotland President Higher Education,UCU Scotland President Higher Education,UCU Scotland President Higher Education,04/03/2019,1,1065,41,532.5,ERS97,True,pdf,data/raw/2019/pdfs/Scotland_President_19.pdf
2019|UK national|NEC Members Higher Education-South,2019,UK national,NEC Members Higher Education-South,NEC Members Higher Education-South,NEC Members Higher Education-South,04/03/2019,4,2256,105,451.2,Custom,True,pdf,data/raw/2019/pdfs/South_HE_19.pdf
2019|UK national|Vice President from the Higher Education Sector,2019,UK national,Vice President from the Higher Education Sector,Vice President from the Higher Education Sector,Vice President from the Higher Education Sector,04/03/2019,1,13809,394,6422,ERS97,True,pdf,data/raw/2019/pdfs/Vice_President.pdf
2019-20|UK national|NEC Member FE North East,2019-20,UK national,NEC Member FE North East,NEC Member FE North East,NEC Member FE North East,04/03/2020,1,317,18,158.5,ERS97,True,pdf,data/raw/2019-20/pdfs/FE_NE.pdf
2019-20|UK national|UK-NEC Members-FE Sector,2019-20,UK national,UK-NEC Members-FE Sector,UK-NEC Members-FE Sector,UK-NEC Members-FE Sector,04/03/2020,2,1989,166,663,ERS97,True,pdf,data/raw/2019-20/pdfs/FE_UKelected.pdf
2019-20|UK national|UK-NEC Member FE Sector-Casual Vacancy,2019-20,UK national,UK-NEC Member FE Sector-Casual Vacancy,UK-NEC Member FE Sector-Casual Vacancy,UK-NEC Member FE Sector-Casual Vacancy,04/03/2020,1,2036,119,1018,ERS97,True,pdf,data/raw/2019-20/pdfs/FE_UKelected_cas_vac1.pdf
2019-20|UK national|NEC Members London and East HE,2019-20,UK national,NEC Members London and East HE,NEC Members London and East HE,NEC Members London and East HE,04/03/2020,4,2286,83,457.2,Custom,True,pdf,data/raw/2019-20/pdfs/HE_London_East.pdf
2019-20|UK national|NEC Member HE Midlands -Casual Vacancy,2019-20,UK national,NEC Member HE Midlands -Casual Vacancy,NEC Member HE Midlands -Casual Vacancy,NEC Member HE Midlands -Casual Vacancy,04/03/2020,1,1325,37,607.5,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_Mids_cas_vac.pdf
2019-20|UK national|NEC Members North East HE,2019-20,UK national,NEC Members North East HE,NEC Members North East HE,NEC Members North East HE,04/03/2020,3,1663,51,403.25,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_NE.pdf
2019-20|UK national|NEC Member HE-Northern Ireland,2019-20,UK national,NEC Member HE-Northern Ireland,NEC Member HE-Northern Ireland,NEC Member HE-Northern Ireland,04/03/2020,1,245,3,122.5,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_NI.pdf
2019-20|UK national|NEC Member Scotland HE,2019-20,UK national,NEC Member Scotland HE,NEC Member Scotland HE,NEC Member Scotland HE,04/03/2020,1,1124,39,562,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_Scotland.pdf
2019-20|UK national|UK-NEC Members-HE Sector,2019-20,UK national,UK-NEC Members-HE Sector,UK-NEC Members-HE Sector,UK-NEC Members-HE Sector,04/03/2020,5,10516,416,1731.34,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_UKelected.pdf
2019-20|UK national|UK-NEC Member HE Sector- casual vacancy,2019-20,UK national,UK-NEC Member HE Sector- casual vacancy,UK-NEC Member HE Sector- casual vacancy,UK-NEC Member HE Sector- casual vacancy,04/03/2020,1,8744,2190,4372,ERS97,True,pdf,data/raw/2019-20/pdfs/HE_UKelected_cas_vac.pdf
2019-20|UK national|Northern Ireland FE,2019-20,UK national,Northern Ireland FE,Northern Ireland FE,Northern Ireland FE,,,,,,STV,False,pdf,data/raw/2019-20/pdfs/Scrutineer_report_FE.pdf
2019-20|UK national|London and the East FE,2019-20,UK national,London and the East FE,London and the East FE,London and the East FE,,,,,,STV,False,pdf,data/raw/2019-20/pdfs/Scrutineer_report_FE.pdf
2019-20|UK national|Election of Representatives of Women Members in Further Education,2019-20,UK national,Election of Representatives of Women Members in Further Education,Election of Representatives of Women Members in Further Education,Election of Representatives of Women Members in Further Education,,,,,,STV,False,pdf,data/raw/2019-20/pdfs/Scrutineer_report_national_seats.pdf
2019-20|UK national|Representatives of Migrant Workers,2019-20,UK national,Representatives of Migrant Workers,Representatives of Migrant Workers,Representatives of Migrant Workers,,,,,,STV,False,pdf,data/raw/2019-20/pdfs/Scrutineer_report_national_seats.pdf
2019-20|UK national|Trustees,2019-20,UK national,Trustees,Trustees,Trustees,04/03/2020,3,13278,857,3319.5,ERS97,True,pdf,data/raw/2019-20/pdfs/Trustees.pdf
2019-20|UK national|Vice President becoming President 2022-23,2019-20,UK national,Vice President becoming President 2022-23,Vice President becoming President 2022-23,Vice President becoming President 2022-23,04/03/2020,1,13480,655,6740,ERS97,True,pdf,data/raw/2019-20/pdfs/VP.pdf
2019-20|UK national|Wales HE,2019-20,UK national,Wales HE,Wales HE,Wales HE,,,,,,STV,False,pdf,data/raw/2019-20/pdfs/scrutineer_report_HE.pdf
2019-20|UK national|representatives of women members from the HE sector,2019-20,UK national,representatives of women members from the HE sector,representatives of women members from the HE sector,representatives of women members from the HE sector,04/03/2020,3,12907,1228,3148,ERS97,True,pdf,data/raw/2019-20/pdfs/women_reps_HE.pdf
2019-20|UK national|Representatives of women members -Further education,2019-20,UK national,Representatives of women members -Further education (2 seats),Representatives of women members -Further education,Representatives of women members -Further education,,2,,,,,False,html,
2019-20|UK national|Representatives of migrant members(to take up office from the declaration of result),2019-20,UK national,Representatives of migrant members (2 seats)(to take up office from the declaration of result),Representatives of migrant members(to take up office from the declaration of result),Representatives of migrant members(to take up office from the declaration of result),,2,,,,,False,html,
2019|general secretary|Election of General Secretary 2019,2019,general secretary,Election of General Secretary 2019,Election of General Secretary 2019,Election of General Secretary 2019,23/05/2019,1,23638,43,11467.5,ERS97,True,pdf,data/raw/2019_gs/pdfs/ucu-gselection-2019_final-count-sheet.pdf
2019|general secretary|General Secretary,2019,general secretary,General Secretary,General Secretary,General Secretary,,1,,,,STV,False,pdf,data/raw/2019_gs/pdfs/ucu-gselection-2019_scrutineers-report1.pdf
2020-21|UK national|UK-Elected NEC Members - Further Education Sector,2020-21,UK national,UK-Elected NEC Members - Further Education Sector,UK-Elected NEC Members - Further Education Sector,UK-Elected NEC Members - Further Education Sector,02/03 /2021,2,2015,94,671.67,ERS97,True,pdf,data/raw/2020-21/pdfs/FE_UK-elected_seats.pdf
2020-21|UK national|UK-Elected NEC Members - Higher Education Sector,2020-21,UK national,UK-Elected NEC Members - Higher Education Sector,UK-Elected NEC Members - Higher Education Sector,UK-Elected NEC Members - Higher Education Sector,02/03/2021,4,8046,436,1360.4,ERS97,True,pdf,data/raw/2020-21/pdfs/HE_UK-elected.pdf
2020-21|UK national|Honorary Treasurer,2020-21,UK national,Honorary Treasurer,Honorary Treasurer,Honorary Treasurer,02/03/2021,1,10750,735,5375,ERS97,True,pdf,data/raw/2020-21/pdfs/Honorary_treasurer.pdf
"2020-21|UK national|NEC Member, Further Education, Midlands",2020-21,UK national,"NEC Member, Further Education, Midlands","NEC Member, Further Education, Midlands","NEC Member, Further Education, Midlands",02/03/2021,1,382,4,191,ERS97,True,pdf,data/raw/2020-21/pdfs/Midlands_FE.pdf
"2020-21|UK national|NEC Members, Higher Education, Midlands",2020-21,UK national,"NEC Members, Higher Education, Midlands","NEC Members, Higher Education, Midlands","NEC Members, Higher Education, Midlands",02/03/2021,3,1098,43,274.5,ERS97,True,pdf,data/raw/2020-21/pdfs/Midlands_HE.pdf
"2020-21|UK national|NEC Members, Higher Education, North West",2020-21,UK national,"NEC Members, Higher Education, North West","NEC Members, Higher Education, North West","NEC Members, Higher Education, North West",02/03/2021,2,1045,49,330,ERS97,True,pdf,data/raw/2020-21/pdfs/North_West_HE.pdf
2020-21|UK national|Representative of Casually Employed Members,2020-21,UK national,Representative of Casually Employed Members,Representative of Casually Employed Members,Representative of Casually Employed Members,02/03/2021,1,9343,2142,4671.5,ERS97,True,pdf,data/raw/2020-21/pdfs/Rep_casual_members.pdf
2020-21|UK national|Representative of Disabled Members,2020-21,UK national,Representative of Disabled Members,Representative of Disabled Members,Representative of Disabled Members,02/03/2021,1,10406,1079,5203,ERS97,True,pdf,data/raw/2020-21/pdfs/Rep_disabled_members.pdf
"2020-21|UK national|NEC Member Scotland, HE – UCU Scotland Honorary Secretary",2020-21,UK national,"NEC Member Scotland, HE – UCU Scotland Honorary Secretary","NEC Member Scotland, HE – UCU Scotland Honorary Secretary","NEC Member Scotland, HE – UCU Scotland Honorary Secretary",02/03/2021,1,856,48,407,ERS97,True,pdf,data/raw/2020-21/pdfs/Scotland_Hon_Sec_HE.pdf
"2020-21|UK national|NEC Member Scotland, HE – UCU Scotland President",2020-21,UK national,"NEC Member Scotland, HE – UCU Scotland President","NEC Member Scotland, HE – UCU Scotland President","NEC Member Scotland, HE – UCU Scotland President",02/03/2021,1,855,49,427.5,ERS97,True,pdf,data/raw/2020-21/pdfs/Scotland_President.pdf
2020-21|UK national|North West FE,2020-21,UK national,North West FE,North West FE,North West FE,,,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_FE.pdf
2020-21|UK national|Wales FE (and Vice-President of UCU Wales),2020-21,UK national,Wales FE (and Vice-President of UCU Wales),Wales FE (and Vice-President of UCU Wales),Wales FE (and Vice-President of UCU Wales),,,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_FE.pdf
2020-21|UK national|Representatives of LBGT+ Members,2020-21,UK national,Representatives of LBGT+ Members,Representatives of LBGT+ Members,Representatives of LBGT+ Members,,2,10299,1186,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_national.pdf
2020-21|UK national|Representatives of Black Members,2020-21,UK national,Representatives of Black Members,Representatives of Black Members,Representatives of Black Members,,2,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_national.pdf
2020-21|UK national|Representative of Migrant Members,2020-21,UK national,Representative of Migrant Members,Representative of Migrant Members,Representative of Migrant Members,,,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_national.pdf
2020-21|UK national|Representative of Members in Prison Education,2020-21,UK national,Representative of Members in Prison Education,Representative of Members in Prison Education,Representative of Members in Prison Education,,,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_national.pdf
2020-21|UK national|Representative of Members in Land Based Education,2020-21,UK national,Representative of Members in Land Based Education,Representative of Members in Land Based Education,Representative of Members in Land Based Education,,,,,,STV,False,pdf,data/raw/2020-21/pdfs/Scrutineer_report_national.pdf
"2020-21|UK national|NEC Member, Further Education, South",2020-21,UK national,"NEC Member, Further Education, South","NEC Member, Further Education, South","NEC Member, Further Education, South",02/03/2021,2,384,6,128,ERS97,True,pdf,data/raw/2020-21/pdfs/South_FE.pdf
"2020-21|UK national|NEC Members, South, Higher Education",2020-21,UK national,"NEC Members, South, Higher Education","NEC Members, South, Higher Education","NEC Members, South, Higher Education",02/03/2021,4,1802,51,360.4,ERS97,True,pdf,data/raw/2020-21/pdfs/South_HE.pdf
2020-21|UK national|Representative of members in land-based education (1 seat - unfilled),2020-21,UK national,Representative of members in land-based education (1 seat - unfilled),Representative of members in land-based education (1 seat - unfilled),Representative of members in land-based education (1 seat - unfilled),,,,,,,False,html,
"2021-22|UK national|UK-Elected NEC Members, Further Education",2021-22,UK national,"UK-Elected NEC Members, Further Education","UK-Elected NEC Members, Further Education","UK-Elected NEC Members, Further Education",01/03/2022,2,1454,80,484.67,ERS97,True,pdf,data/raw/2021-22/pdfs/FE_UK_result_sheet.pdf
"2021-22|UK national|UK-Elected NEC Members, Higher Education",2021-22,UK national,"UK-Elected NEC Members, Higher Education","UK-Elected NEC Members, Higher Education","UK-Elected NEC Members, Higher Education",01/03/2022,5,6849,317,1102.17,Custom,True,pdf,data/raw/2021-22/pdfs/HE_UK_result_sheet.pdf
"2021-22|UK national|NEC Members, London and the East, higher education",2021-22,UK national,"NEC Members, London and the East, higher education","NEC Members, London and the East, higher education","NEC Members, London and the East, higher education",01/03/2022,5,1720,75,286.67,ERS97,True,pdf,data/raw/2021-22/pdfs/LondonEast_result_sheet.pdf
2021-22|UK national|Representative of migrant members (casual vacancy),2021-22,UK national,Representative of migrant members (casual vacancy),Representative of migrant members (casual vacancy),Representative of migrant members (casual vacancy),01/03/2022,1,8560,1007,3808,ERS97,True,pdf,data/raw/2021-22/pdfs/Migrant_members_result_sheet.pdf
"2021-22|UK national|NEC Members, North East, higher education",2021-22,UK national,"NEC Members, North East, higher education","NEC Members, North East, higher education","NEC Members, North East, higher education",01/03/2022,3,1047,44,258.75,ERS97,True,pdf,data/raw/2021-22/pdfs/NorthEastresult_sheet.pdf
2021-22|UK national|Trustees,2021-22,UK national,Trustees,Trustees,Trustees,01/03/2022,2,9005,562,2990.67,ERS97,True,pdf,data/raw/2021-22/pdfs/Trustees_result_sheet.pdf
2021-22|UK national|Vice President (becoming President in 2024-2025),2021-22,UK national,Vice President (becoming President in 2024-2025),Vice President (becoming President in 2024-2025),Vice President (becoming President in 2024-2025),01/03/2022,1,9077,490,4267.5,ERS97,True,pdf,data/raw/2021-22/pdfs/Vice_president_result_sheet.pdf
"2021-22|UK national|Representatives of women members, higher education",2021-22,UK national,"Representatives of women members, higher education","Representatives of women members, higher education","Representatives of women members, higher education",01/03/2022,3,7665,1902,1916.25,ERS97,True,pdf,data/raw/2021-22/pdfs/Women_HE_result_sheet.pdf
2021-22|UK national|Northern Ireland HE,2021-22,UK national,Northern Ireland HE (1 seat),Northern Ireland HE,Northern Ireland HE,,1,,,,,False,html,
2021-22|UK national|Northern Ireland FE,2021-22,UK national,Northern Ireland FE (1 seat),Northern Ireland FE,Northern Ireland FE,,1,,,,,False,html,
2021-22|UK national|Wales HE,2021-22,UK national,Wales HE (1 seat),Wales HE,Wales HE,,1,,,,,False,html,
2021-22|UK national|North East FE,2021-22,UK national,North East FE (1 seat),North East FE,North East FE,,1,,,,,False,html,
2021-22|UK national|London and the East FE,2021-22,UK national,London and the East FE (2 seats),London and the East FE,London and the East FE,,2,,,,,False,html,
2021-22|UK national|Further education,2021-22,UK national,Further education (2 seats),Further education,Further education,,2,,,,,False,html,
2021-22|UK national|Casual vacancy: representative of disabled members,2021-22,UK national,Casual vacancy: representative of disabled members (1 seat),Casual vacancy: representative of disabled members,Casual vacancy: representative of disabled members,,1,,,,,False,html,
2021-22|UK national|Casual vacancy: representative of land-based members,2021-22,UK national,Casual vacancy: representative of land-based members (1 seat),Casual vacancy: representative of land-based members,Casual vacancy: representative of land-based members,,1,,,,,False,html,
2021|casual vacancy|UK-Elected NEC Member Further Education Sector (Casual Vacancy),2021,casual vacancy,UK-Elected NEC Member Further Education Sector (Casual Vacancy),UK-Elected NEC Member Further Education Sector (Casual Vacancy),UK-Elected NEC Member Further Education Sector (Casual Vacancy),,1,1918,9,,STV,False,pdf,data/raw/2021_cv/pdfs/Scrutineer_report_CV_FE_UKelected2021.pdf
2023|UK national|representatives of black members,2023,UK national,representatives of black members,representatives of black members,representatives of black members,01/03/2023,2,11189,1641,3680.67,ERS97,True,pdf,data/raw/2023/pdfs/BMreps.pdf
2023|UK national|representative of casually-employed members,2023,UK national,representative of casually-employed members,representative of casually-employed members,representative of casually-employed members,01/03/2023,1,11219,1611,5208.5,ERS97,True,pdf,data/raw/2023/pdfs/CMsrep.pdf
2023|UK national|representative of disabled members,2023,UK national,representative of disabled members,representative of disabled members,representative of disabled members,01/03/2023,1,10824,2006,5412,ERS97,True,pdf,data/raw/2023/pdfs/DMs_rep.pdf
"2023|UK national|NEC members, North West, further education",2023,UK national,"NEC members, North West, further education","NEC members, North West, further education","NEC members, North West, further education",01/03/2023,1,236,6,118,ERS97,True,pdf,data/raw/2023/pdfs/FE_NW.pdf
"2023|UK national|NEC members, South, further education",2023,UK national,"NEC members, South, further education","NEC members, South, further education","NEC members, South, further education",01/03/2023,1,282,13,141,ERS97,True,pdf,data/raw/2023/pdfs/FE_South.pdf
"2023|UK national|UK-elected NEC members, further education",2023,UK national,"UK-elected NEC members, further education","UK-elected NEC members, further education","UK-elected NEC members, further education",01/03/2023,2,1478,94,492.67,ERS97,True,pdf,data/raw/2023/pdfs/FE_UK-elected.pdf
"2023|UK national|NEC members, Midlands, higher education",2023,UK national,"NEC members, Midlands, higher education","NEC members, Midlands, higher education","NEC members, Midlands, higher education",01/03/2023,3,1333,50,333.25,ERS97,True,pdf,data/raw/2023/pdfs/HE_Midlands.pdf
"2023|UK national|NEC members, North West, higher education",2023,UK national,"NEC members, North West, higher education","NEC members, North West, higher education","NEC members, North West, higher education",01/03/2023,2,1087,30,362.34,ERS97,True,pdf,data/raw/2023/pdfs/HE_NW.pdf
"2023|UK national|NEC members, South, higher education",2023,UK national,"NEC members, South, higher education","NEC members, South, higher education","NEC members, South, higher education",01/03/2023,4,2155,63,431,ERS97,True,pdf,data/raw/2023/pdfs/HE_South.pdf
"2023|UK national|UK-elected NEC members, higher education",2023,UK national,"UK-elected NEC members, higher education","UK-elected NEC members, higher education","UK-elected NEC members, higher education",01/03/2023,4,9850,615,1951.4,ERS97,True,pdf,data/raw/2023/pdfs/HE_UK-elected.pdf
2023|UK national|Honorary Treasurer,2023,UK national,Honorary Treasurer,Honorary Treasurer,Honorary Treasurer,01/03/2023,1,12307,523,5898,ERS97,True,pdf,data/raw/2023/pdfs/Hon_Treasurer.pdf
2023|UK national|representative of LGBT+ members,2023,UK national,representative of LGBT+ members,representative of LGBT+ members,representative of LGBT+ members,01/03/2023,1,11418,1412,5709,ERS97,True,pdf,data/raw/2023/pdfs/LGBT__reps.pdf
2023|UK national|representatives of migrant members,2023,UK national,representatives of migrant members,representatives of migrant members,representatives of migrant members,01/03/2023,2,11328,1502,3776,ERS97,True,pdf,data/raw/2023/pdfs/Migrant_Members_reps.pdf
2023|UK national|Midlands,2023,UK national,Midlands,Midlands,Midlands,,,,,,STV,False,pdf,data/raw/2023/pdfs/SR_FE_seats.pdf
2023|UK national|Wales (and Vice-President UCU Wales),2023,UK national,Wales (and Vice-President UCU Wales),Wales (and Vice-President UCU Wales),Wales (and Vice-President UCU Wales),,,,,,STV,False,pdf,data/raw/2023/pdfs/SR_FE_seats.pdf
2023|UK national|Vice President,2023,UK national,Vice President,Vice President,Vice President,01/03/2023,1,12308,522,6154,ERS97,True,pdf,data/raw/2023/pdfs/Vice_President.pdf
2023|UK national|Representatives of Casually Employed Members,2023,UK national,Representatives of Casually Employed Members,Representatives of Casually Employed Members,Representatives of Casually Employed Members,,2,11623,1207,,STV,False,pdf,data/raw/2023/pdfs/SR_national_seats.pdf
2023|UK national|Representative of Members in Prison Education,2023,UK national,Representative of Members in Prison Education,Representative of Members in Prison Education,Representative of Members in Prison Education,,,,,,STV,False,pdf,data/raw/2023/pdfs/SR_national_seats.pdf
2023|UK national|UCU Scotland Honorary Secretary,2023,UK national,UCU Scotland Honorary Secretary,UCU Scotland Honorary Secretary,UCU Scotland Honorary Secretary,01/03/2023,1,1097,92,548.5,ERS97,True,pdf,data/raw/2023/pdfs/UCU_Scotland_Honorary_Secretary.pdf
2023|UK national|UCU Scotland President,2023,UK national,UCU Scotland President,UCU Scotland President,UCU Scotland President,01/03/2023,1,1145,44,547,ERS97,True,pdf,data/raw/2023/pdfs/UCU_Scotland_President.pdf
2023|UK national|Representative of members in land-based education (1 seat - unfilled),2023,UK national,Representative of members in land-based education (1 seat - unfilled),Representative of members in land-based education (1 seat - unfilled),Representative of members in land-based education (1 seat - unfilled),,,,,,,False,html,
2023-24|UK national|General Secretary,2023-24,UK national,General Secretary,General Secretary,General Secretary,01/03/2024,1,17131,148,7667,ERS97,True,pdf,data/raw/2023-24/pdfs/GS_result_sheet.pdf
"2023-24|UK national|NEC Members, London & the East, Further Education",2023-24,UK national,"NEC Members, London & the East, Further Education","NEC Members, London & the East, Further Education","NEC Members, London & the East, Further Education",01/03/2024,2,589,57,196.34,ERS97,True,pdf,data/raw/2023-24/pdfs/London_and_the_East_FE_result_sheet.pdf
"2023-24|UK national|NEC Members, London and the East, Higher Education",2023-24,UK national,"NEC Members, London and the East, Higher Education","NEC Members, London and the East, Higher Education","NEC Members, London and the East, Higher Education",01/03/2024,5,2916,456,486,ERS97,True,pdf,data/raw/2023-24/pdfs/London_and_the_East_HE_result_sheet.pdf
