contest_id,year,election_type,contest_name_raw,contest_name,position,date,seats,valid_votes,invalid_votes,quota,election_rules,has_stv_rounds,source,source_pdf
"2023-24|UK national|NEC Member, North East, Further Education",2023-24,UK national,"NEC Member, North East, Further Education","NEC Member, North East, Further Education","NEC Member, North East, Further Education",01/03/2024,1,292,10,146,ERS97,True,pdf,data/raw/2023-24/pdfs/North_East_FE_result_sheet.pdf
"2023-24|UK national|NEC Members, North East, Higher Education",2023-24,UK national,"NEC Members, North East, Higher Education","NEC Members, North East, Higher Education","NEC Members, North East, Higher Education",01/03/2024,3,2115,212,528.75,ERS97,True,pdf,data/raw/2023-24/pdfs/North_East_HE_result_sheet.pdf
2023-24|UK national|Trustees,2023-24,UK national,Trustees,Trustees,Trustees,01/03/2024,1,15460,1819,7730,ERS97,True,pdf,data/raw/2023-24/pdfs/Trustee_result_sheet.pdf
2023-24|UK national|Northern Ireland,2023-24,UK national,Northern Ireland,Northern Ireland,Northern Ireland,,,,,,STV,False,pdf,data/raw/2023-24/pdfs/UCU_2024_FE_elections_report.pdf
2023-24|UK national|Vice-President,2023-24,UK national,Vice-President,Vice-President,Vice-President,,1,15677,1602,,STV,False,pdf,data/raw/2023-24/pdfs/UCU_2024_elections_report_-_trustee__VP_and_representatives_of_women_members.pdf
2023-24|UK national|Representative of Members in Land Based Education,2023-24,UK national,Representative of Members in Land Based Education,Representative of Members in Land Based Education,Representative of Members in Land Based Education,,,,,,STV,False,pdf,data/raw/2023-24/pdfs/UCU_2024_elections_report_-_trustee__VP_and_representatives_of_women_members.pdf
"2023-24|UK national|UK Elected NEC Members, Further Education",2023-24,UK national,"UK Elected NEC Members, Further Education","UK Elected NEC Members, Further Education","UK Elected NEC Members, Further Education",01/03/2024,3,2099,181,524.75,ERS97,True,pdf,data/raw/2023-24/pdfs/UK_FE_result_sheet.pdf
"2023-24|UK national|NEC Member, Wales, Higher Education",2023-24,UK national,"NEC Member, Wales, Higher Education","NEC Member, Wales, Higher Education","NEC Member, Wales, Higher Education",01/03/2024,1,621,36,310.5,ERS97,True,pdf,data/raw/2023-24/pdfs/Wales_HE_result_sheet.pdf
2023-24|UK national|Women Members from the Further Education Sector,2023-24,UK national,Women Members from the Further Education Sector,Women Members from the Further Education Sector,Women Members from the Further Education Sector,01/03/2024,2,12952,4327,4317.34,ERS97,True,pdf,data/raw/2023-24/pdfs/Women_members_FE_result_sheet.pdf
2023-24|UK national|Women Members from the Higher Education Sector,2023-24,UK national,Women Members from the Higher Education Sector,Women Members from the Higher Education Sector,Women Members from the Higher Education Sector,01/03/2024,3,12856,4423,3214,ERS97,True,pdf,data/raw/2023-24/pdfs/Women_members_HE_result_sheet.pdf
2023|Scotland|UCU Scotland executive committee members,2023,Scotland,UCU Scotland executive committee members,UCU Scotland executive committee members,UCU Scotland executive committee members,01/03/2023,2,1125,64,375,ERS97,True,pdf,data/raw/2023_scotland/pdfs/UCU_Scotland_Executive_Committee_Members.pdf
2023|Scotland|UCU Scotland Honorary Treasurer,2023,Scotland,UCU Scotland Honorary Treasurer,UCU Scotland Honorary Treasurer,UCU Scotland Honorary Treasurer,01/03/2023,1,1123,66,561.5,ERS97,True,pdf,data/raw/2023_scotland/pdfs/UCU_Scotland_Honorary_Treasurer.pdf
2023|UK national|Equality officer,2023,UK national,Equality officer,Equality officer,Equality officer,,,,,,,False,html,
2023|UK national|Executive committee member who is a Black* member,2023,UK national,Executive committee member who is a Black* member,Executive committee member who is a Black* member,Executive committee member who is a Black* member,,,,,,,False,html,
2024-25|UK national|Representatives of Black Members,2024-25,UK national,Representatives of Black Members,Representatives of Black Members,Representatives of Black Members,04/03/2025,2,8244,1309,2748,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Black_mem_results.pdf
2024-25|UK national|Representatives of Disabled Members,2024-25,UK national,Representatives of Disabled Members,Representatives of Disabled Members,Representatives of Disabled Members,04/03/2025,1,8658,895,4329,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Disabled_rep_results.pdf
2024-25|UK national|Honorary Treasurer,2024-25,UK national,Honorary Treasurer,Honorary Treasurer,Honorary Treasurer,04/03/2025,1,9178,375,4589,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Honorary_Treasurer_results.pdf
2024-25|UK national|Representatives of LGBT+ Members,2024-25,UK national,Representatives of LGBT+ Members,Representatives of LGBT+ Members,Representatives of LGBT+ Members,04/03/2025,1,8373,"1,180",4186.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_LGBT__rep_results.pdf
"2024-25|UK national|NEC Member, Midlands, Further Education",2024-25,UK national,"NEC Member, Midlands, Further Education","NEC Member, Midlands, Further Education","NEC Member, Midlands, Further Education",04/03/2025,1,206,4,103,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Midlands_FE_results.pdf
"2024-25|UK national|NEC Member, North West, Further Education",2024-25,UK national,"NEC Member, North West, Further Education","NEC Member, North West, Further Education","NEC Member, North West, Further Education",04/03/2025,1,188,9,94,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_North_West_FE_results.pdf
"2024-25|UK national|NEC Members, North West, Higher Education",2024-25,UK national,"NEC Members, North West, Higher Education","NEC Members, North West, Higher Education","NEC Members, North West, Higher Education",04/03/2025,2,695,32,231.67,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_North_West_HE_results.pdf
2024-25|UK national|UCU Scotland Honorary Secretary,2024-25,UK national,UCU Scotland Honorary Secretary,UCU Scotland Honorary Secretary,UCU Scotland Honorary Secretary,04/03/2025,1,845,23,422.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Scotland_Hon_Sec_results.pdf
2024-25|UK national|UCU Scotland President,2024-25,UK national,UCU Scotland President,UCU Scotland President,UCU Scotland President,04/03/2025,1,846,22,423,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Scotland_President_results.pdf
"2024-25|UK national|NEC Member, South, Further Education",2024-25,UK national,"NEC Member, South, Further Education","NEC Member, South, Further Education","NEC Member, South, Further Education",04/03/2025,1,281,8,140.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_South_FE_results.pdf
"2024-25|UK national|NEC Members, South, Higher Education",2024-25,UK national,"NEC Members, South, Higher Education","NEC Members, South, Higher Education","NEC Members, South, Higher Education",04/03/2025,4,1483,51,296.6,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_South_HE_results.pdf
2024-25|UK national|Trustees,2024-25,UK national,Trustees,Trustees,Trustees,04/03/2025,3,9063,490,2239.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Trustee_results.pdf
"2024-25|UK national|UK Elected NEC Members, Further Education",2024-25,UK national,"UK Elected NEC Members, Further Education","UK Elected NEC Members, Further Education","UK Elected NEC Members, Further Education",04/03/2025,2,1318,86,405.34,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_UK_FE_results.pdf
"2024-25|UK national|UK Elected NEC Members, Higher Education",2024-25,UK national,"UK Elected NEC Members, Higher Education","UK Elected NEC Members, Higher Education","UK Elected NEC Members, Higher Education",04/03/2025,3,6950,451,1737.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_UK_HE_results.pdf
2024-25|UK national|Vice President (becoming President in 2027-28),2024-25,UK national,Vice President (becoming President in 2027-28),Vice President (becoming President in 2027-28),Vice President (becoming President in 2027-28),04/03/2025,1,9237,316,4618.5,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_Vice_President_results.pdf
2024-25|UK national|Representatives of Casually Employed Members,2024-25,UK national,Representatives of Casually Employed Members,Representatives of Casually Employed Members,Representatives of Casually Employed Members,04/03/2025,1,8464,1089,4232,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_casual_emp._rep_results.pdf
2024-25|UK national|Representatives of Migrant Members,2024-25,UK national,Representatives of Migrant Members,Representatives of Migrant Members,Representatives of Migrant Members,04/03/2025,1,8492,1061,3990,ERS97,True,pdf,data/raw/2024-25/pdfs/2025_migrant_rep_results.pdf
