year,name_canonical,position,sector,role_type,elected_year
2018,Ryan Prout,"Representatives of LGBT+ Members, HE",HE,equality,2017
2018,Eleni Michalopoulou,Representatives of Members in Land-Based Education,FE,equality,2018
2018,Steve Sangwine,Honorary Treasurer,national,officer,2017
2018,Julia Roberts,"NEC Members, London and the East, FE",FE,regional,2018
2018,Sean Vernell,"NEC Members, London and the East, FE",FE,regional,2018
2018,Amanda Williams,"NEC Members, London and the East, HE",HE,regional,2018
2018,Ioanna Ioannou,"NEC Members, London and the East, HE",HE,regional,2018
2018,Paul Anderson,"NEC Members, London and the East, HE",HE,regional,2018
2018,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2018
2018,John Paul Sullivan,"NEC Members, Midlands, FE",FE,regional,2017
2018,Rhiannon Lockley,"NEC Members, Midlands, FE",FE,regional,2017
2018,David Ridley,"NEC Members, Midlands, HE",HE,regional,2017
2018,Justine Mercer,"NEC Members, Midlands, HE",HE,regional,2017
2018,Rob Goodfellow,"NEC Members, North East, FE",FE,regional,2018
2018,Joan Harvey,"NEC Members, North East, HE",HE,regional,2018
2018,Paul Errington,"NEC Members, North East, HE",HE,regional,2018
2018,Steve Lui,"NEC Members, North East, HE",HE,regional,2018
2018,Janet Farrar,"NEC Members, North West, HE",HE,regional,2018
2018,Renee Prendergast,"NEC Members, Northern Ireland, HE",HE,regional,2018
2018,Denis A Nicole,"NEC Members, South, HE",HE,regional,2017
2018,Lesley Kane,"NEC Members, South, HE",HE,regional,2017
2018,Pauline Collins,"NEC Members, South, HE",HE,regional,2017
2018,Anya Cook,"UK NEC Members, FE",FE,uk_nec,2017
2018,Mandy Brown,"UK NEC Members, FE",FE,uk_nec,2017
2018,Margot Hill,"UK NEC Members, FE",FE,uk_nec,2018
2018,Mel Stouph,"UK NEC Members, FE",FE,uk_nec,2018
2018,Robert Clunas,"UK NEC Members, FE",FE,uk_nec,2018
2018,Carlo Morelli,"UK NEC Members, HE",HE,uk_nec,2017
2018,Dominique Lauterburg,"UK NEC Members, HE",HE,uk_nec,2017
2018,Joanna de Groot,"UK NEC Members, HE",HE,uk_nec,2018
2018,Julia Charlton,"UK NEC Members, HE",HE,uk_nec,2017
2018,Julie Hearn,"UK NEC Members, HE",HE,uk_nec,2018
2018,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2018
2018,Mark Abel,"UK NEC Members, HE",HE,uk_nec,2018
2018,"McNeill, Jo","UK NEC Members, HE",HE,uk_nec,2018
2018,Michael Carley,"UK NEC Members, HE",HE,uk_nec,2018
2018,Vicky Blake,"UK NEC Members, HE",HE,uk_nec,2017
2018,Vicky Knight,President,FE,vp_chain,2016
2018,Douglas Chalmers,President-elect,HE,vp_chain,2017
2018,Nita Sanghera,Vice-President,FE,vp_chain,2018
2018,Carolyn Campbell,"Representatives of Women Members, FE",FE,women,2018
2018,Elaine White,"Representatives of Women Members, FE",FE,women,2018
2018,Ariane Bogain,"Representatives of Women Members, HE",HE,women,2018
2018,Pura Ariza,"Representatives of Women Members, HE",HE,women,2018
2018,Sue Abbott,"Representatives of Women Members, HE",HE,women,2018
2019,Maxine Looby,Representatives of Black Members,FE,equality,2019
2019,Victoria Showunmi,Representatives of Black Members,HE,equality,2019
2019,Lucy Burke,"Representatives of Disabled Members, HE",HE,equality,2019
2019,Eleni Michalopoulou,Representatives of Members in Land-Based Education,FE,equality,2018
2019,Steve Sangwine,Honorary Treasurer,national,officer,2019
2019,Julia Roberts,"NEC Members, London and the East, FE",FE,regional,2018
2019,Sean Vernell,"NEC Members, London and the East, FE",FE,regional,2018
2019,Amanda Williams,"NEC Members, London and the East, HE",HE,regional,2018
2019,Ioanna Ioannou,"NEC Members, London and the East, HE",HE,regional,2018
2019,Paul Anderson,"NEC Members, London and the East, HE",HE,regional,2018
2019,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2018
2019,John Paul Sullivan,"NEC Members, Midlands, FE",FE,regional,2019
2019,Rob Goodfellow,"NEC Members, North East, FE",FE,regional,2018
2019,Bruce Baker,"NEC Members, North East, HE",HE,regional,2019
2019,Joan Harvey,"NEC Members, North East, HE",HE,regional,2018
2019,Paul Errington,"NEC Members, North East, HE",HE,regional,2018
2019,Steve Lui,"NEC Members, North East, HE",HE,regional,2018
2019,Janet Farrar,"NEC Members, North West, FE",FE,regional,2019
2019,Janet Farrar,"NEC Members, North West, HE",HE,regional,2018
2019,Philippa Browning,"NEC Members, North West, HE",HE,regional,2019
2019,Saira Weiner,"NEC Members, North West, HE",HE,regional,2019
2019,Renee Prendergast,"NEC Members, Northern Ireland, HE",HE,regional,2018
2019,Catherine Pope,"NEC Members, South, HE",HE,regional,2019
2019,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2019
2019,Lesley Kane,"NEC Members, South, HE",HE,regional,2019
2019,Sally Pellow,"NEC Members, South, HE",HE,regional,2019
2019,Janice Aitken,UCU Scotland Honorary Secretary,HE,regional,2019
2019,Carlo Morelli,UCU Scotland President,HE,regional,2019
2019,Anya Cook,"UK NEC Members, FE",FE,uk_nec,2019
2019,Jacqueline D'Arcy,"UK NEC Members, FE",FE,uk_nec,2019
2019,Margot Hill,"UK NEC Members, FE",FE,uk_nec,2018
2019,Mel Stouph,"UK NEC Members, FE",FE,uk_nec,2018
2019,Robert Clunas,"UK NEC Members, FE",FE,uk_nec,2018
2019,Jo Grady,"UK NEC Members, HE",HE,uk_nec,2019
2019,Joanna de Groot,"UK NEC Members, HE",HE,uk_nec,2018
2019,Julie Hearn,"UK NEC Members, HE",HE,uk_nec,2018
2019,Maria Chondrogianni,"UK NEC Members, HE",HE,uk_nec,2019
2019,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2019
2019,Mark Abel,"UK NEC Members, HE",HE,uk_nec,2018
2019,"McNeill, Jo","UK NEC Members, HE",HE,uk_nec,2018
2019,Michael Carley,"UK NEC Members, HE",HE,uk_nec,2018
2019,Vicky Knight,Immediate Past President,FE,vp_chain,2016
2019,Douglas Chalmers,President,HE,vp_chain,2017
2019,Nita Sanghera,President-elect,FE,vp_chain,2018
2019,Vicky Blake,Vice-President,HE,vp_chain,2019
2019,Carolyn Campbell,"Representatives of Women Members, FE",FE,women,2018
2019,Elaine White,"Representatives of Women Members, FE",FE,women,2018
2019,Ariane Bogain,"Representatives of Women Members, HE",HE,women,2018
2019,Pura Ariza,"Representatives of Women Members, HE",HE,women,2018
2019,Sue Abbott,"Representatives of Women Members, HE",HE,women,2018
2020,Maxine Looby,Representatives of Black Members,FE,equality,2019
2020,Victoria Showunmi,Representatives of Black Members,HE,equality,2019
2020,Lucy Burke,"Representatives of Disabled Members, HE",HE,equality,2019
2020,Jennie Appleyard,"Representatives of LGBT+ Members, FE",FE,equality,2020
2020,Dima Chami,Representatives of Migrant Members,HE,equality,2020
2020,Robyn Orfitelli,Representatives of Migrant Members,HE,equality,2020
2020,Steve Sangwine,Honorary Treasurer,national,officer,2019
2020,Annie Goh,"NEC Members, London and the East, HE",HE,regional,2020
2020,Claire Marris,"NEC Members, London and the East, HE",HE,regional,2020
2020,Holly Smith,"NEC Members, London and the East, HE",HE,regional,2020
2020,Sarah Brown,"NEC Members, London and the East, HE",HE,regional,2020
2020,John Paul Sullivan,"NEC Members, Midlands, FE",FE,regional,2019
2020,David Harvie,"NEC Members, Midlands, HE",HE,regional,2020
2020,Rachel Minshull,"NEC Members, North East, FE",FE,regional,2020
2020,Bruce Baker,"NEC Members, North East, HE",HE,regional,2020
2020,Joan Harvey,"NEC Members, North East, HE",HE,regional,2020
2020,Ruth Holliday,"NEC Members, North East, HE",HE,regional,2020
2020,Philippa Browning,"NEC Members, North West, HE",HE,regional,2019
2020,Saira Weiner,"NEC Members, North West, HE",HE,regional,2019
2020,Linda Moore,"NEC Members, Northern Ireland, HE",HE,regional,2020
2020,Catherine Pope,"NEC Members, South, HE",HE,regional,2019
2020,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2019
2020,Lesley Kane,"NEC Members, South, HE",HE,regional,2019
2020,Sally Pellow,"NEC Members, South, HE",HE,regional,2019
2020,Janice Aitken,UCU Scotland Honorary Secretary,HE,regional,2019
2020,Ann Swinney,"UCU Scotland NEC Members, HE",HE,regional,2020
2020,Carlo Morelli,UCU Scotland President,HE,regional,2019
2020,Anya Cook,"UK NEC Members, FE",FE,uk_nec,2019
2020,Jacqueline D'Arcy,"UK NEC Members, FE",FE,uk_nec,2019
2020,Lauren Mura,"UK NEC Members, FE",FE,uk_nec,2020
2020,Nina Doran,"UK NEC Members, FE",FE,uk_nec,2020
2020,Richard McEwan,"UK NEC Members, FE",FE,uk_nec,2020
2020,Adam Ozanne,"UK NEC Members, HE",HE,uk_nec,2020
2020,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2020
2020,Chloé Vitry,"UK NEC Members, HE",HE,uk_nec,2020
2020,Jo Grady,"UK NEC Members, HE",HE,uk_nec,2019
2020,Jo McNeill,"UK NEC Members, HE",HE,uk_nec,2020
2020,Leon Rocha,"UK NEC Members, HE",HE,uk_nec,2020
2020,Maria Chondrogianni,"UK NEC Members, HE",HE,uk_nec,2019
2020,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2019
2020,Mark Pendleton,"UK NEC Members, HE",HE,uk_nec,2020
2020,Douglas Chalmers,Immediate Past President,HE,vp_chain,2017
2020,Nita Sanghera,President,FE,vp_chain,2018
2020,Vicky Blake,President-elect,HE,vp_chain,2019
2020,Janet Farrar,Vice-President,FE,vp_chain,2020
2020,Justine Mercer,Vice-President,HE,vp_chain,2020
2020,Carolyn Campbell,"Representatives of Women Members, FE",FE,women,2020
2020,Stephanie Williams,"Representatives of Women Members, FE",FE,women,2020
2020,Jo Edge,"Representatives of Women Members, HE",HE,women,2020
2020,Joanna de Groot,"Representatives of Women Members, HE",HE,women,2020
2020,Pura Ariza,"Representatives of Women Members, HE",HE,women,2020
2021,Ben Pope,"Representatives of Casually Employed Members, HE",HE,equality,2021
2021,Marian Mayer,"Representatives of Disabled Members, HE",HE,equality,2021
2021,Bee Hughes,Representatives of LGBT+ Members,national,equality,2021
2021,Peter Evans,Representatives of LGBT+ Members,national,equality,2021
2021,Jennie Appleyard,"Representatives of LGBT+ Members, FE",FE,equality,2020
2021,Dima Chami,Representatives of Migrant Members,HE,equality,2020
2021,Robyn Orfitelli,Representatives of Migrant Members,HE,equality,2020
2021,Steve Sangwine,Honorary Treasurer,national,officer,2021
2021,Annie Goh,"NEC Members, London and the East, HE",HE,regional,2020
2021,Claire Marris,"NEC Members, London and the East, HE",HE,regional,2020
2021,Holly Smith,"NEC Members, London and the East, HE",HE,regional,2020
2021,Sarah Brown,"NEC Members, London and the East, HE",HE,regional,2020
2021,John Paul Sullivan,"NEC Members, Midlands, FE",FE,regional,2021
2021,Chris Grocott,"NEC Members, Midlands, HE",HE,regional,2021
2021,David Harvie,"NEC Members, Midlands, HE",HE,regional,2020
2021,Emma Battell Lowman,"NEC Members, Midlands, HE",HE,regional,2021
2021,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2021
2021,Rachel Minshull,"NEC Members, North East, FE",FE,regional,2020
2021,Bruce Baker,"NEC Members, North East, HE",HE,regional,2020
2021,Joan Harvey,"NEC Members, North East, HE",HE,regional,2020
2021,Ruth Holliday,"NEC Members, North East, HE",HE,regional,2020
2021,Philippa Browning,"NEC Members, North West, HE",HE,regional,2021
2021,Saira Weiner,"NEC Members, North West, HE",HE,regional,2021
2021,Linda Moore,"NEC Members, Northern Ireland, HE",HE,regional,2020
2021,Alison Chapman,"NEC Members, South, FE",FE,regional,2021
2021,Philip Wilson,"NEC Members, South, FE",FE,regional,2021
2021,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2021
2021,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2021
2021,Mark Abel,"NEC Members, South, HE",HE,regional,2021
2021,Sally Pellow,"NEC Members, South, HE",HE,regional,2021
2021,Ann Swinney,UCU Scotland Honorary Secretary,HE,regional,2021
2021,Ann Swinney,"UCU Scotland NEC Members, HE",HE,regional,2020
2021,Lena Wånggren,UCU Scotland President,HE,regional,2021
2021,Jacqueline D'Arcy,"UK NEC Members, FE",FE,uk_nec,2021
2021,Lauren Mura,"UK NEC Members, FE",FE,uk_nec,2020
2021,Nina Doran,"UK NEC Members, FE",FE,uk_nec,2020
2021,Richard McEwan,"UK NEC Members, FE",FE,uk_nec,2020
2021,Saleem Rashid,"UK NEC Members, FE",FE,uk_nec,2021
2021,Adam Ozanne,"UK NEC Members, HE",HE,uk_nec,2020
2021,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2020
2021,Bijan Parsia,"UK NEC Members, HE",HE,uk_nec,2021
2021,Chloé Vitry,"UK NEC Members, HE",HE,uk_nec,2020
2021,Chris O'Donnell,"UK NEC Members, HE",HE,uk_nec,2021
2021,Jo McNeill,"UK NEC Members, HE",HE,uk_nec,2020
2021,Leon Rocha,"UK NEC Members, HE",HE,uk_nec,2020
2021,Lesley McGorrigan,"UK NEC Members, HE",HE,uk_nec,2021
2021,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2021
2021,Mark Pendleton,"UK NEC Members, HE",HE,uk_nec,2020
2021,Nita Sanghera,Immediate Past President,FE,vp_chain,2018
2021,Vicky Blake,President,HE,vp_chain,2019
2021,Janet Farrar,President-elect,FE,vp_chain,2020
2021,Justine Mercer,President-elect,HE,vp_chain,2020
2021,Carolyn Campbell,"Representatives of Women Members, FE",FE,women,2020
2021,Stephanie Williams,"Representatives of Women Members, FE",FE,women,2020
2021,Jo Edge,"Representatives of Women Members, HE",HE,women,2020
2021,Joanna de Groot,"Representatives of Women Members, HE",HE,women,2020
2021,Pura Ariza,"Representatives of Women Members, HE",HE,women,2020
2022,Ben Pope,"Representatives of Casually Employed Members, HE",HE,equality,2021
2022,Marian Mayer,"Representatives of Disabled Members, HE",HE,equality,2021
2022,Bee Hughes,Representatives of LGBT+ Members,national,equality,2021
2022,Peter Evans,Representatives of LGBT+ Members,national,equality,2021
2022,Khizer Saeed,Representatives of Migrant Members,HE,equality,2022
2022,Steve Sangwine,Honorary Treasurer,national,officer,2021
2022,Delmena Doyley,"NEC Members, London and the East, FE",FE,regional,2022
2022,Regine Pilling,"NEC Members, London and the East, FE",FE,regional,2022
2022,Richard McEwan,"NEC Members, London and the East, FE",FE,regional,2022
2022,Emma Kennedy,"NEC Members, London and the East, HE",HE,regional,2022
2022,Esther Murray,"NEC Members, London and the East, HE",HE,regional,2022
2022,Kyran Joughin,"NEC Members, London and the East, HE",HE,regional,2022
2022,Maria Chondrogianni,"NEC Members, London and the East, HE",HE,regional,2022
2022,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2022
2022,John Paul Sullivan,"NEC Members, Midlands, FE",FE,regional,2021
2022,Chris Grocott,"NEC Members, Midlands, HE",HE,regional,2021
2022,Emma Battell Lowman,"NEC Members, Midlands, HE",HE,regional,2021
2022,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2021
2022,Elaine White,"NEC Members, North East, FE",FE,regional,2022
2022,Joanna de Groot,"NEC Members, North East, HE",HE,regional,2022
2022,Laura Chuhan Campbell,"NEC Members, North East, HE",HE,regional,2022
2022,Matt Perry,"NEC Members, North East, HE",HE,regional,2022
2022,Philippa Browning,"NEC Members, North West, HE",HE,regional,2021
2022,Saira Weiner,"NEC Members, North West, HE",HE,regional,2021
2022,Martina Donald,"NEC Members, Northern Ireland, FE",FE,regional,2022
2022,Linda Moore,"NEC Members, Northern Ireland, HE",HE,regional,2022
2022,Alison Chapman,"NEC Members, South, FE",FE,regional,2021
2022,Philip Wilson,"NEC Members, South, FE",FE,regional,2021
2022,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2021
2022,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2021
2022,Mark Abel,"NEC Members, South, HE",HE,regional,2021
2022,Sally Pellow,"NEC Members, South, HE",HE,regional,2021
2022,Vida Greaux,"NEC Members, Wales, HE",HE,regional,2022
2022,Ann Swinney,UCU Scotland Honorary Secretary,HE,regional,2021
2022,Lena Wånggren,UCU Scotland President,HE,regional,2021
2022,Dharminder Singh Chuhan,"UK NEC Members, FE",FE,uk_nec,2022
2022,Jacqueline D'Arcy,"UK NEC Members, FE",FE,uk_nec,2021
2022,Nina Doran,"UK NEC Members, FE",FE,uk_nec,2022
2022,Saleem Rashid,"UK NEC Members, FE",FE,uk_nec,2021
2022,Andrew Feeney,"UK NEC Members, HE",HE,uk_nec,2022
2022,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2022
2022,Bijan Parsia,"UK NEC Members, HE",HE,uk_nec,2021
2022,Chris O'Donnell,"UK NEC Members, HE",HE,uk_nec,2021
2022,Grant Buttars,"UK NEC Members, HE",HE,uk_nec,2022
2022,Lesley McGorrigan,"UK NEC Members, HE",HE,uk_nec,2021
2022,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2021
2022,Peta Bulmer,"UK NEC Members, HE",HE,uk_nec,2022
2022,Rhian Elinor Keyse,"UK NEC Members, HE",HE,uk_nec,2022
2022,Vicky Blake,Immediate Past President,HE,vp_chain,2019
2022,Janet Farrar,President,FE,vp_chain,2020
2022,Justine Mercer,President,HE,vp_chain,2020
2022,Maxine Looby,Vice-President,FE,vp_chain,2022
2022,Emma Rees,"Representatives of Women Members, HE",HE,women,2022
2022,Jo Edge,"Representatives of Women Members, HE",HE,women,2022
2022,Julie Hearn,"Representatives of Women Members, HE",HE,women,2022
2023,Jak Peake,Representatives of Black Members,HE,equality,2023
2023,Juliana Ojinnaka,Representatives of Black Members,FE,equality,2023
2023,Matilda Fitzmaurice,"Representatives of Casually Employed Members, HE",HE,equality,2023
2023,Pat Roche,"Representatives of Disabled Members, FE",FE,equality,2023
2023,Bijan Parsia,"Representatives of Disabled Members, HE",HE,equality,2023
2023,Peter Evans,"Representatives of LGBT+ Members, FE",FE,equality,2023
2023,Mark Pendleton,"Representatives of LGBT+ Members, HE",HE,equality,2023
2023,Khizer Saeed,Representatives of Migrant Members,HE,equality,2022
2023,Laura Loyola-Hernandez,Representatives of Migrant Members,HE,equality,2023
2023,Vivek Thuppil,Representatives of Migrant Members,HE,equality,2023
2023,David Harvie,Honorary Treasurer,national,officer,2023
2023,Delmena Doyley,"NEC Members, London and the East, FE",FE,regional,2022
2023,Regine Pilling,"NEC Members, London and the East, FE",FE,regional,2022
2023,Richard McEwan,"NEC Members, London and the East, FE",FE,regional,2022
2023,Emma Kennedy,"NEC Members, London and the East, HE",HE,regional,2022
2023,Esther Murray,"NEC Members, London and the East, HE",HE,regional,2022
2023,Kyran Joughin,"NEC Members, London and the East, HE",HE,regional,2022
2023,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2022
2023,Agnes Flues,"NEC Members, Midlands, HE",HE,regional,2023
2023,Caroline Proctor,"NEC Members, Midlands, HE",HE,regional,2023
2023,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2023
2023,Elaine White,"NEC Members, North East, FE",FE,regional,2022
2023,Joanna de Groot,"NEC Members, North East, HE",HE,regional,2022
2023,Laura Chuhan Campbell,"NEC Members, North East, HE",HE,regional,2022
2023,Matt Perry,"NEC Members, North East, HE",HE,regional,2022
2023,Helen Kelsall,"NEC Members, North West, FE",FE,regional,2023
2023,Lucy Burke,"NEC Members, North West, HE",HE,regional,2023
2023,Philippa Browning,"NEC Members, North West, HE",HE,regional,2023
2023,Martina Donald,"NEC Members, Northern Ireland, FE",FE,regional,2022
2023,Linda Moore,"NEC Members, Northern Ireland, HE",HE,regional,2022
2023,John Fones,"NEC Members, South, FE",FE,regional,2023
2023,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2023
2023,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2023
2023,Mark Abel,"NEC Members, South, HE",HE,regional,2023
2023,Rebecca Harrison,"NEC Members, South, HE",HE,regional,2023
2023,Vida Greaux,"NEC Members, Wales, HE",HE,regional,2022
2023,Carlo Morelli,UCU Scotland Honorary Secretary,HE,regional,2023
2023,Jeanette Findlay,UCU Scotland President,HE,regional,2023
2023,Dharminder Singh Chuhan,"UK NEC Members, FE",FE,uk_nec,2022
2023,Jackie D'Arcy,"UK NEC Members, FE",FE,uk_nec,2023
2023,Nina Doran,"UK NEC Members, FE",FE,uk_nec,2022
2023,Sean Vernell,"UK NEC Members, FE",FE,uk_nec,2023
2023,Adam Hansen,"UK NEC Members, HE",HE,uk_nec,2023
2023,Andrew Feeney,"UK NEC Members, HE",HE,uk_nec,2022
2023,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2022
2023,Dyfrig Jones,"UK NEC Members, HE",HE,uk_nec,2023
2023,Grant Buttars,"UK NEC Members, HE",HE,uk_nec,2022
2023,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2023
2023,Peta Bulmer,"UK NEC Members, HE",HE,uk_nec,2022
2023,Rhian Elinor Keyse,"UK NEC Members, HE",HE,uk_nec,2022
2023,Vicky Blake,"UK NEC Members, HE",HE,uk_nec,2023
2023,Janet Farrar,Immediate Past President,FE,vp_chain,2020
2023,Justine Mercer,Immediate Past President,HE,vp_chain,2020
2023,Maxine Looby,President-elect,FE,vp_chain,2022
2023,Maria Chondrogianni,Vice-President,HE,vp_chain,2023
2023,Emma Rees,"Representatives of Women Members, HE",HE,women,2022
2023,Jo Edge,"Representatives of Women Members, HE",HE,women,2022
2023,Julie Hearn,"Representatives of Women Members, HE",HE,women,2022
2024,Jak Peake,Representatives of Black Members,HE,equality,2023
2024,Juliana Ojinnaka,Representatives of Black Members,FE,equality,2023
2024,Matilda Fitzmaurice,"Representatives of Casually Employed Members, HE",HE,equality,2023
2024,Pat Roche,"Representatives of Disabled Members, FE",FE,equality,2023
2024,Bijan Parsia,"Representatives of Disabled Members, HE",HE,equality,2023
2024,Peter Evans,"Representatives of LGBT+ Members, FE",FE,equality,2023
2024,Mark Pendleton,"Representatives of LGBT+ Members, HE",HE,equality,2023
2024,Laura Loyola-Hernandez,Representatives of Migrant Members,HE,equality,2023
2024,Vivek Thuppil,Representatives of Migrant Members,HE,equality,2023
2024,Jo Grady,General Secretary,national,officer,2024
2024,David Harvie,Honorary Treasurer,national,officer,2023
2024,Regine Pilling,"NEC Members, London and the East, FE",FE,regional,2024
2024,Richard McEwan,"NEC Members, London and the East, FE",FE,regional,2024
2024,Cecilia Wee,"NEC Members, London and the East, HE",HE,regional,2024
2024,Christina Jessika Marie Paine,"NEC Members, London and the East, HE",HE,regional,2024
2024,Michael Abberton,"NEC Members, London and the East, HE",HE,regional,2024
2024,Rhian Elinor Keyse,"NEC Members, London and the East, HE",HE,regional,2024
2024,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2024
2024,Agnes Flues,"NEC Members, Midlands, HE",HE,regional,2023
2024,Caroline Proctor,"NEC Members, Midlands, HE",HE,regional,2023
2024,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2023
2024,Elaine White,"NEC Members, North East, FE",FE,regional,2024
2024,Andrew Feeney,"NEC Members, North East, HE",HE,regional,2024
2024,Mark Taylor-Batty,"NEC Members, North East, HE",HE,regional,2024
2024,Matt Perry,"NEC Members, North East, HE",HE,regional,2024
2024,Helen Kelsall,"NEC Members, North West, FE",FE,regional,2023
2024,Lucy Burke,"NEC Members, North West, HE",HE,regional,2023
2024,Philippa Browning,"NEC Members, North West, HE",HE,regional,2023
2024,John Fones,"NEC Members, South, FE",FE,regional,2023
2024,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2023
2024,Deepa Govindarajan Driver,"NEC Members, South, HE",HE,regional,2023
2024,Mark Abel,"NEC Members, South, HE",HE,regional,2023
2024,Rebecca Harrison,"NEC Members, South, HE",HE,regional,2023
2024,Estelle Hart,"NEC Members, Wales, HE",HE,regional,2024
2024,Carlo Morelli,UCU Scotland Honorary Secretary,HE,regional,2023
2024,Jeanette Findlay,UCU Scotland President,HE,regional,2023
2024,Duncan Moore,"UK NEC Members, FE",FE,uk_nec,2024
2024,Jackie D'Arcy,"UK NEC Members, FE",FE,uk_nec,2023
2024,Janet Farrar,"UK NEC Members, FE",FE,uk_nec,2024
2024,Naina Kent,"UK NEC Members, FE",FE,uk_nec,2024
2024,Sean Vernell,"UK NEC Members, FE",FE,uk_nec,2023
2024,Adam Hansen,"UK NEC Members, HE",HE,uk_nec,2023
2024,Ann Gow,"UK NEC Members, HE",HE,uk_nec,2024
2024,Donna Brown,"UK NEC Members, HE",HE,uk_nec,2024
2024,Dyfrig Jones,"UK NEC Members, HE",HE,uk_nec,2023
2024,Grant Buttars,"UK NEC Members, HE",HE,uk_nec,2024
2024,Marian Mayer,"UK NEC Members, HE",HE,uk_nec,2024
2024,Marion Hersh,"UK NEC Members, HE",HE,uk_nec,2023
2024,Saira Weiner,"UK NEC Members, HE",HE,uk_nec,2024
2024,Vicky Blake,"UK NEC Members, HE",HE,uk_nec,2023
2024,Maxine Looby,President,FE,vp_chain,2022
2024,Maria Chondrogianni,President-elect,HE,vp_chain,2023
2024,David Hunter,Vice-President,FE,vp_chain,2024
2024,Safia Flissi,"Representatives of Women Members, FE",FE,women,2024
2024,Suzi Toole,"Representatives of Women Members, FE",FE,women,2024
2024,Jo Edge,"Representatives of Women Members, HE",HE,women,2024
2024,Julie Hearn,"Representatives of Women Members, HE",HE,women,2024
2024,Lesley Kane,"Representatives of Women Members, HE",HE,women,2024
2025,Pauline Rattery,Representatives of Black Members,FE,equality,2025
2025,Victoria Showunmi,Representatives of Black Members,HE,equality,2025
2025,Andrew Ward,"Representatives of Casually Employed Members, FE",FE,equality,2025
2025,Pat Roche,"Representatives of Disabled Members, FE",FE,equality,2025
2025,Bijan Parsia,"Representatives of Disabled Members, HE",HE,equality,2025
2025,Peter Evans,"Representatives of LGBT+ Members, FE",FE,equality,2025
2025,Matilda Fitzmaurice,"Representatives of LGBT+ Members, HE",HE,equality,2025
2025,Ariane Bogain,Representatives of Migrant Members,HE,equality,2025
2025,Vivek Thuppil,Representatives of Migrant Members,HE,equality,2025
2025,Jo Grady,General Secretary,national,officer,2024
2025,Andrew Feeney,Honorary Treasurer,national,officer,2025
2025,Regine Pilling,"NEC Members, London and the East, FE",FE,regional,2024
2025,Richard McEwan,"NEC Members, London and the East, FE",FE,regional,2024
2025,Cecilia Wee,"NEC Members, London and the East, HE",HE,regional,2024
2025,Christina Jessika Marie Paine,"NEC Members, London and the East, HE",HE,regional,2024
2025,Michael Abberton,"NEC Members, London and the East, HE",HE,regional,2024
2025,Rhian Elinor Keyse,"NEC Members, London and the East, HE",HE,regional,2024
2025,Sean Wallis,"NEC Members, London and the East, HE",HE,regional,2024
2025,Alison Greaves,"NEC Members, Midlands, FE",FE,regional,2025
2025,Caroline Proctor,"NEC Members, Midlands, HE",HE,regional,2025
2025,Chris Pritchard,"NEC Members, Midlands, HE",HE,regional,2025
2025,Rhiannon Lockley,"NEC Members, Midlands, HE",HE,regional,2025
2025,Elaine White,"NEC Members, North East, FE",FE,regional,2024
2025,Andrew Feeney,"NEC Members, North East, HE",HE,regional,2024
2025,Mark Taylor-Batty,"NEC Members, North East, HE",HE,regional,2024
2025,Matt Perry,"NEC Members, North East, HE",HE,regional,2024
2025,Stuart David Bond,"NEC Members, North West, FE",FE,regional,2025
2025,J. Michelle Coghlan,"NEC Members, North West, HE",HE,regional,2025
2025,Peta Bulmer,"NEC Members, North West, HE",HE,regional,2025
2025,John Fones,"NEC Members, South, FE",FE,regional,2025
2025,Aris Katzourakis,"NEC Members, South, HE",HE,regional,2025
2025,Denis A Nicole,"NEC Members, South, HE",HE,regional,2025
2025,Ellen Owens,"NEC Members, South, HE",HE,regional,2025
2025,Jackie Grant,"NEC Members, South, HE",HE,regional,2025
